Financial_news_nresults,Google_news_nresults,Google_search_nresults,birth_date,domicile,famous,famous_comment,firstname,info,lastname,linkedin_followers,middlename,nationality,nytimes_nresults,profession,twitter_followers,twitter_verified,wealth,wikipedia_presence
,,,1964-05-04,,,,Ibrahim,"Ibrahim Mohamed Solih (Dhivehi: އިބްރާހީމް މުޙައްމަދު ޞާލިޙު; born 4 May 1964), better known as Ibu, is a Maldivian politician who is the current President of the Maldives and assumed office on 17 November 2018.
Solih was first elected to parliament in 1994, aged 30, as the MP from his home atoll of Faadhippolhu. Solih played a leading role in the formation of the Maldivian Democratic Party (MDP) and the Maldives Political Reform Movement from 2003 until 2008, which led to the country adopting a new modern constitution and multiparty democracy for the first time in its history. Solih was also a senior member of parliament and the Special Majlis. A founding member of the Maldivian Democratic Party, Solih was elected as President of Maldives on 23 September 2018 following the presidential election.",Mohamed Solih,,,,10,,39590.0,True,,1.0
,,,1945-01-29,,,,Ibrahim,"Ibrahim Boubacar Keïta (born 29 January 1945), or as he is often known, IBK, is a Malian politician who has been President of Mali since 2013. Previously he was Prime Minister of Mali from 1994 to 2000 and President of the National Assembly of Mali from 2002 to 2007. He founded a political party, Rally for Mali (RPM), in 2001. He was elected as President in the July–August 2013 presidential election and sworn in on 4 September 2013.",Boubacar Keita,,,,2,,10915.0,False,,1.0
,,,1958-12-07,,,,Marie-Louise,"Marie-Louise Coleiro Preca, KUOM (born 7 December 1958) is a Maltese politician and the 9th President of Malta, since her appointment in April 2014. Previously, as a member of the Labour Party, she was a Member of Parliament in the Parliament of Malta from 1998 to 2014, and served as the Minister of the Family and Social Solidarity from March 2013 to March 2014.",Coleiro Preca,,,,0,,18229.0,True,,1.0
,,,1951-04-06,,,,Hilda,"Hilda Cathy Heine (born April 6, 1951) is a Marshallese educator and politician, currently serving as the eighth President of the Marshall Islands. Prior to assuming office, she served as the Minister of Education. She was the first individual in the Marshall Islands to earn a doctorate degree, and the founder of the women's rights group Women United Together Marshall Islands (WUTMI).Heine is the first woman to hold the presidency of the Marshall Islands. She is also the first female president of any Micronesian country, and only the fourth woman to serve as head of government for any independent nation in Oceania (following Jenny Shipley and Helen Clark of New Zealand and Julia Gillard of Australia). She is one of only three women currently serving in the Nitijeļā, the country's legislature, as of January 2016.",Heine,,Cathy ,,3,,3505.0,True,,1.0
,,,1956-12-20,,,,Mohamed,"Mohamed Ould Abdel Aziz (Arabic: محمد ولد عبد العزيز‎ Muḥammad Wald ‘Abd al-‘Azīz; born 20 December 1956) is a Mauritanian politician who is currently the President of Mauritania, in office since 2009. A career soldier and high-ranking officer, he was a leading figure in the August 2005 coup that deposed President Maaouya Ould Sid'Ahmed Taya, and in August 2008 he led another coup, which toppled President Sidi Ould Cheikh Abdallahi. Following the 2008 coup, Abdel Aziz became President of the High Council of State as part of what was described as a political transition leading to a new election. He resigned from that post in April 2009 in order to stand as a candidate in the July 2009 presidential election, which he won. He was sworn in on 5 August 2009.Abdel Aziz also served as the Chairman of the African Union from 2014 to 2015.",Ould Abdel Aziz,,,,1,,79.0,False,,1.0
,,,,,,,Barlen,"Paramasivum Pillay ""Barlen"" Vyapoory (Tamil: பார்லே வைபொரியோ; born 1945/46) is a Mauritian politician who has served as vice president of Mauritius since 2016. Vyapoory previously served as High Commissioner of the Republic of Mauritius to South Africa. Vyapoory has served as President of that organization on several occasions. He is a member of the Militant Socialist Movement.Upon the effectivity of Ameenah Gurib's resignation, he is serving as Acting President of Mauritius.",Vyapoory,,,,0,,3.0,False,,1.0
,,,1966-07-20,,,,Enrique,"Enrique Peña Nieto (Spanish pronunciation: [enˈrike ˈpeɲa ˈnjeto] (listen); born 20 July 1966), commonly referred to by his initials EPN, is a Mexican politician serving as the 57th President of Mexico, since 2012. He previously served in the State of Mexico as Secretary of Administration (2000–2002), Representative (2003–2004), and State Governor (2005–2011).
Born in Atlacomulco and raised in Toluca, Peña Nieto attended Panamerican University graduating with a B.A. in legal studies. He began his political career after attaining a M.B.A. from ITESM, by joining the Institutional Revolutionary Party (PRI) in 1984. After serving as a public notary in Mexico City, he began an ascension through local political ranks in the late 1990s culminating in his 2005 campaign for Governor of the State of Mexico. As governor, he pledged to deliver 608 compromisos (promises) to his constituency to varying levels of success. His tenure  was marked by low-to-moderate approval of his handling of a rising murder rate and various public health issues. He launched his 2011 presidential campaign on a platform of economic competitiveness and open government. After performing well in polls and a series of high-profile candidate withdrawals, Peña Nieto was elected president with 38.14% of the vote.
During his first four years,  Peña Nieto led an expansive breakup of monopolies, liberalized Mexico's energy sector, reformed public education, and modernized the country's financial regulation. However, political gridlock and allegations of media bias, gradually worsened corruption, crime, and drug trade in Mexico. He instated the multi-lateral Pact for Mexico which soothed inter-party fighting and led to increased legislation across the political spectrum. Global drops in oil prices and economic slowdown of the 2010s, rendered his economic reforms moderately successful which lowered political support for Peña Nieto. His handling of the Iguala mass kidnapping in 2014 and escaped drug lord Joaquín ""El Chapo"" Guzmán from Altiplano prison in 2015 sparked international acclaim and criticism.
Historical evaluations and approval rates of his presidency have been mixed. Detractors highlight a series of failed policies and a strained public presence while supporters note increased economic competitiveness and loosening of gridlock. He began his term with an approval rate of 50%, hovered around 35% during his inter-years and finally bottomed out at 12% in January 2017. Peña Nieto is seen as one of the most controversial and least popular presidents in the history of Mexico.",Pena Nieto,,,,10,,7367141.0,True,,1.0
,,,1947-10-16,,,,Peter,"Peter Martin Christian (born 16 October 1947) is the 8th President of the Federated States of Micronesia elected 11 May 2015. Peter Martin Christian was elected as a senator in 2007 representing Pohnpei at-large and re-elected in 2011.  He served as the Chairman of the Committee on Transportation and Communication during his 2007 term in Congress.Supreme Court Associate Justice Beauleen and Carl-Worswick administered the oath of office to Peter M. Christian and the vice president, and all the members of the 19th FSM Congress.
Christian has Indonesian blood ties. He is the third generation of a family from Haria, Maluku in Indonesia.",M. Christian,,,,10,,99.0,False,,1.0
,,,1975-02-18,,,,Igor,Igor Dodon (pronounced [ˈiɡor doˈdon]; born 18 February 1975) is a Moldovan politician who has been the President of Moldova since 23 December 2016. Previously he was the leader of the Party of Socialists of the Republic of Moldova. He served as Minister of Trade and Economics in the governments of Vasile Tarlev and Zinaida Greceanîi from September 2006 to September 2009 and was a member of the Parliament of Moldova from 2009 to 2016.,Dodon,,Nicolaevici ,,0,,10446.0,False,,1.0
,,,1958-03-14,,,,Albert,"Albert II (Albert Alexandre Louis Pierre Grimaldi; born 14 March 1958) is the reigning monarch of the Principality of Monaco and head of the princely house of Grimaldi. He is the son of Prince Rainier III and the American actress Grace Kelly. Prince Albert's sisters are Caroline, Princess of Hanover, and Princess Stéphanie. In July 2011, Prince Albert married Charlene Wittstock.Prince Albert II is one of the wealthiest royals in the world, with assets valued at more than $1 billion, which include land in Monaco and France. Although Prince Albert does not own the Prince's Palace of Monaco, he does own shares in the Société des bains de mer de Monaco, which operates Monaco's casino and other entertainment properties in the principality.",II,,"I
Louis ",,10,,34734.0,True,,1.0
,,,1963-03-03,,,,Khaltmaagiin,"Battulga Khaltmaa (Mongolian: Халтмаагийн Баттулга, Khaltmaagiin Battulga, [xɑɮtʰ.maː.ɡiːŋ ˈbɑtʰ.tʰʊ.ɮɐɢ], born 3 March 1963) is a Mongolian politician who has served as the President of Mongolia since 10 July 2017. He served as Member of the State Great Khural from 2004 to 2016 and Minister of Roads, Transportation, Construction and Urban Development from 2008 to 2012. He was the Democratic Party's candidate in the 2017 presidential election, and was elected President with 50.6% in the run-off, the first ever run-off election in modern Mongolian history.",Battulga,,,,1,,271414.0,True,,1.0
,,,1962-02-15,,,,Milo,"Milo Đukanović (Montenegrin Cyrillic: Мило Ђукановић, pronounced [mǐːlo dʑǔkanoʋitɕ] (listen); born 15 February 1962) is a Montenegrin politician who has been the President of Montenegro since 20 May 2018. He served as Prime Minister of Montenegro in three governments from 1991 to 1998, as President of Montenegro from 1998 to 2002, and as Prime Minister again from 2003 to 2006, from 2008 to 2010, and from 2012 to 2016. Đukanović is also the long-term president of the Democratic Party of Socialists of Montenegro, originally the Montenegrin branch of the Communist Party of Yugoslavia, which has governed Montenegro since the introduction of multi-party politics.
When Đukanović first emerged on the political scene, he was a close ally of Slobodan Milošević. In 1996, however, he turned against Milošević, abandoning the traditional joint Serbian and Montenegrin vision in favour of an independent Montenegro. He oversaw the conversion of the Federal Republic of Yugoslavia into the State Union of Serbia and Montenegro and Montenegro's increasing separation from Serbia under his leadership, culminating in victory in the May 2006 independence referendum.After serving continuously in office from 1991 to 2006, Đukanović first retired from politics in late 2006, but he returned to the office of Prime Minister in February 2008. He stepped down again in December 2010 before returning for a second time in December 2012 to lead Montenegro for a seventh term. After winning the 2016 parliamentary elections, Đukanović announced that he would resign as Prime Minister again. Speculation that he may run for President in 2018 was confirmed in March of that year. He was elected President in April 2018 in a landslide.
He is often described as having strong links to Montenegrin mafia. He was listed among the twenty richest world leaders according to the British newspaper The Independent, which described the source of his wealth as ""mysterious"".",Dukanovic,,,,0,,0.0,False,,1.0
,,,1963-08-21,,,,Mohammed,"Mohammed VI (Arabic: محمد السادس‎; born 21 August 1963) is the King of Morocco. He ascended to the throne on 23 July 1999 upon the death of his father, King Hassan II.",VI,,,,10,,3114.0,False,,1.0
,,,1959-02-09,,,,Filipe,"Filipe Jacinto Nyusi (Portuguese pronunciation: [fiˈlipɨ ʒɐˈsĩtu ˈɲusi], born 9 February 1959), also spelled Nyussi, is a Mozambican politician serving as the fourth President of Mozambique, in office since 2015. He previously served as Minister of Defence from 2008 to 2014. Nyusi was the candidate of the ruling party, Frelimo, in the 2014 presidential election.",Nyusi,,NyusiFilipe ,,1,,4748.0,False,,1.0
,,,1951-11-08,,,,Win,"Win Myint (Burmese: ဝင်းမြင့် [wɪ́ɴ mjɪ̰ɴ]; born 8 November 1951) is a Burmese politician and former inmate who is serving as the 10th President of Myanmar since 30 March 2018. He was the Speaker of the House of Representatives of Myanmar from 2016 to 2018. He also served as member of parliament for House of Representatives (Pyithu Hluttaw) from 2012 to 2018. Win Myint is seen as an important ally and placeholder for State Counsellor Aung San Suu Kyi, who is the actual head of government in Myanmar but is constitutionally barred from the presidency.",Myint,,Myintဝင်းမြင့်Win ,,9,,185.0,False,,1.0
,,,1941-08-03,,,,Hage,"Hage Gottfried Geingob (born 3 August 1941) is the third and the current President of Namibia, in office since 21 March 2015. Geingob was the  first Prime Minister of Namibia from 21 March 1990 to 28 August 2002, and he served as Prime Minister again from 4 December 2012 to 21 March 2015. Between 2008 and 2012 Geingob served as  Minister of Trade and Industry. He was Vice-President of the South West Africa People's Organization (SWAPO) between 2007 and 2015 and became acting President in 2015 when his predecessor, Hifikepunye Pohamba, stepped down.
In November 2014, Geingob was elected as President of Namibia by an overwhelming margin. In November 2017, Geingob became the third president of SWAPO after winning by large margin at the party's 6th Congress.
In August 2018, Geingob began a one-year term as Chairperson of the Southern African Development Community.",Geingob,,GeingobHage ,,1,,112650.0,False,,1.0
,,,1959-12-31,,,,Baron,Baron Divavesi Waqa (; born 31 December 1959) is a Nauruan politician who has been 14th President of Nauru since 11 June 2013. He previously served as Minister of Adult Education from 2004 to 2007.,Waqa,,Divavesi ,,0,,175.0,False,,1.0
,,,1961-06-19,,,,Bidhya,"Bidhya Devi Bhandari (Nepali: विद्या देवी भण्डारी; born 19 June 1961) is a Nepalese politician who is the current President of Nepal and commander in chief of Nepalese Army.  She is the first woman to hold the office. She was the vice-chairperson of the Communist Party of Nepal (Unified Marxist–Leninist) and chair of the All Nepal Women Association before winning the presidential election on 28 October 2015. She was elected as President in a parliamentary vote, receiving 327 votes out of 549 and defeating Kul Bahadur Gurung. In 2016, Forbes placed her 52 in their list of the world's 100 most powerful women. She previously served as the Minister of Defence of the government of Nepal and was the first woman in Nepal to hold that post. She was also the minister for Environment and population in 1990s, and has been presenting many environmental awareness campaign and women rights concern till dated. On June 2017, she visited IUCN headquarters and Director General Inger Andersen in Gland, Switzerland to discuss opportunities for enhanced collaboration on nature conservation and sustainable development.",Devi Bhandari,,,,0,,1979.0,False,,1.0
,,,1967-02-14,,,,Mark,"Mark Rutte (Dutch pronunciation: [ˈmɑrk ˈrʏtə] (listen); born 14 February 1967) is a Dutch politician serving as the 50th and current Prime Minister of the Netherlands since 2010 and Leader of the People's Party for Freedom and Democracy (Volkspartij voor Vrijheid en Democratie – VVD) since 2006. Rutte was previously appointed as State Secretary for Social Affairs and Employment from 22 July 2002 to 17 June 2004 and as State Secretary for Education, Culture and Science from 17 June 2004 until 27 June 2006, when he was elected to succeed Jozias van Aartsen as the new VVD Leader.At the 2006 general election, the People's Party for Freedom and Democracy, already under Rutte, lost six seats, and he became Leader of the Opposition. At the following general election in 2010, the VVD won the highest number of votes cast, resulting in them occupying 31 of the 150 seats in the House of Representatives. After a long formation period, Rutte became Prime Minister and formed the First Rutte cabinet. When Rutte was sworn in on 14 October 2010, he became the first liberal Prime Minister of the Netherlands in 92 years. He offered his government's resignation on 23 April 2012, after an impasse in talks on an austerity budget, prompting a general election in which the VVD won its highest number of seats ever, which led to the formation of the Second Rutte cabinet, a coalition between the VVD and the Labour Party.
At the 2017 general election, the VVD lost seats but remained the largest party, while the Labour Party saw a massive loss in vote share and seats, which necessitated a new coalition between the VVD, Christian Democratic Appeal, Democrats 66 and Christian Union. After a record-long formation period, the Third Rutte cabinet was installed by King Willem-Alexander on 26 October 2017.

",Rutte,,"Rutte.
Mark ",,10,,111866.0,True,,1.0
,,,1980-07-26,,,,Jacinda,"Jacinda Kate Laurell Ardern (; born 26 July 1980) is a New Zealand politician serving as the 40th and current Prime Minister of New Zealand since 26 October 2017. She has also served as the Leader of the Labour Party since 1 August 2017. Ardern has been the Member of Parliament (MP) for the Mount Albert electorate since 8 March 2017; she was first elected to the House of Representatives as a list MP at the 2008 general election.After graduating from the University of Waikato in 2001, Ardern began her career working as a researcher in the office of Prime Minister Helen Clark. She later worked in the United Kingdom as a policy advisor to British prime minister Tony Blair. In 2008, she was elected President of the International Union of Socialist Youth.Ardern became a list MP in 2008, a position she held for almost ten years until her election to the Mount Albert electorate in the 2017 by-election, held on 25 February. She was unanimously elected as Deputy Leader of the Labour Party on 1 March 2017, following the resignation of Annette King. Ardern became Leader of the Labour Party on 1 August 2017, after Andrew Little resigned from the position following a historically low poll result for the party. In the general election of 23 September 2017, the Labour Party won 46 seats (a net gain of 14), putting it behind the National Party, led by Bill English, which won 56 seats. After negotiations with National and Labour, the New Zealand First party chose to enter into a minority coalition government with Labour, supported by the Greens, with Ardern as Prime Minister.Ideologically, Ardern describes herself as both a social democrat and a progressive. She is the world's youngest female head of government, having taken office at age 37. Giving birth to a daughter on 21 June 2018, Ardern became the world's second elected head of government to give birth while in office.",Ardern,,Kate Laurell ,,10,,198437.0,True,,1.0
,,,1945-11-11,,,,Daniel,"José Daniel Ortega Saavedra (Spanish pronunciation: [daˈnjel oɾˈteɣa]; born November 11, 1945) is a Nicaraguan politician serving as President of Nicaragua since 2007; previously he was leader of Nicaragua from 1979 to 1990, first as Coordinator of the Junta of National Reconstruction (1979–1985) and then as President (1985–1990). A leader in the Sandinista National Liberation Front (Frente Sandinista de Liberación Nacional, FSLN), his policies in government have seen the implementation of leftist reforms across Nicaragua.
Born into a working-class family, from an early age Ortega opposed ruling President Anastasio Somoza Debayle, widely recognized as a dictator, and became involved in the underground movement against his regime. Joining the Sandinistas as a student in 1963, Ortega's urban resistance activities led to his arrest in 1967. After his release in 1974, he also travelled to Cuba to receive training in guerilla warfare from Fidel Castro's Marxist–Leninist government. He played a crucial role in forming the Insurrectionist faction, which united the FSLN and sparked the mass uprisings of 1978-1979. After the Nicaraguan Revolution resulted in the overthrow and exile of Somoza's government, Ortega became leader of the ruling multipartisan Junta of National Reconstruction. In 1984, Ortega, the FSLN candidate, won Nicaragua's free presidential election with over 60 percent of the vote. A Marxist–Leninist, his first period in office was characterized by a controversial program of nationalization, land reform, wealth redistribution and literacy programs.
Ortega's relationship with the United States was never very cordial, due to U.S. support for Somoza prior to the revolution. Although the U.S. supplied post-revolution Nicaragua with tens of millions of dollars in economic aid, relations broke down when the Sandinistas supplied weapons to leftist Salvadoran rebels (something which Ortega later admitted occurred). His government was opposed by the Contras in a vicious civil war; the Contras were funded by the Reagan administration of the United States. A joint peace proposal by the Democratic Speaker of the House Jim Wright and Ronald Reagan helped precipitate a peace agreement at a meeting of five Central American chiefs of state in July 1987, which won Costa Rican President Óscar Arias the Nobel Peace Prize. This led to free elections in which Ortega was defeated by Violeta Chamorro in the 1990 presidential election, but he remained an important figure in Nicaraguan opposition politics, gradually moderating in his political position from Marxism–Leninism to democratic socialism. Also, he restored relations with the Catholic Church, with adoption of anti-abortion policies.
Ortega was an unsuccessful candidate for president in 1996 and 2001, before winning the 2006 presidential election. In office, he made alliances with fellow Latin American socialists, such as Venezuelan President Hugo Chávez, and under his leadership, Nicaragua joined the Bolivarian Alliance for the Americas.
As of April 19, 2018, Amnesty International and the IACHR of the Organization of American States stated that Ortega has engaged in a violent oppression campaign against protesters, while government officials and government-owned media have denied such actions.",Ortega,,,,10,,2715.0,False,,1.0
,,,,,,,Mahamadou,"Mahamadou Issoufou (born 1952) is a Nigerien politician who has been President of Niger since 7 April 2011. Issoufou was Prime Minister of Niger from 1993 to 1994, President of the National Assembly from 1995 to 1996, and he has been a candidate in each presidential election since 1993. He led the Nigerien Party for Democracy and Socialism (PNDS-Tarayya), a social democratic party, from its foundation in 1990 until his election as President of Niger in 2011. During the Presidency of Mamadou Tandja (1999–2010), Issoufou was the main opposition leader.",Issoufou,,Mahamadou ,,1,,39865.0,True,,1.0
,,,1942-12-17,,,,Muhammadu,"Muhammadu Buhari  (born 1942) is the President of Nigeria, in office since 2015. He is a retired major general in the Nigerian Army and previously served as the nation's head of state from 31 December 1983 to 27 August 1985, after taking power in a military coup d'état. The term Buharism is ascribed to the Buhari military government.He unsuccessfully ran for the office of president of Nigeria in the 2003, 2007, and 2011 general elections. In December 2014, he emerged as the presidential candidate of the All Progressives Congress for the March 2015 general elections. Buhari won the election, defeating the incumbent President Goodluck Jonathan. This marked the first time in the history of Nigeria that an incumbent president lost to an opposition candidate in a general election. He was sworn in on 29 May 2015.
Buhari has stated that he takes responsibility for anything over which he presided during his military rule, and that he cannot change the past. He has described himself as a ""converted democrat"".",Buhari,,,,10,,1749077.0,True,,1.0
,,,1983-01-08,,,,Kim,"Kim Jong-un (officially transcribed Kim Jong Un; Chosŏn'gŭl: 김정은; Korean pronunciation: [kim.dzɔŋ.ɯn]; born 8 January 1983) is a North Korean politician serving as Supreme Leader of North Korea since 2011 and Leader of the Workers' Party of Korea since 2012. Kim is the second child of Kim Jong-il (1941–2011) and Ko Yong-hui (1952–2004). The grandson of Kim Il-sung, the first leader of North Korea from 1948 to 1994, he is the first North Korean leader to have been born after the country's founding.From late 2010, Kim Jong-un was viewed as heir apparent to the leadership of the DPRK, and following the elder Kim's death, he was announced as the ""Great Successor"" by North Korean state television. Kim holds the titles of Chairman of the Workers' Party of Korea (as First Secretary between 2012 and 2016), Chairman of the Central Military Commission, Chairman of the State Affairs Commission, Supreme Commander of the Korean People's Army, and member of the Presidium of the Politburo of the Workers' Party of Korea, the highest decision-making body in North Korea. Kim was promoted to the rank of Marshal of North Korea in the Korean People's Army on 18 July 2012, consolidating his position as the Supreme Commander of the Armed Forces and is often referred to as Marshal Kim Jong-un or ""the Marshal"" by state media. Kim obtained two degrees, one in physics at Kim Il-sung University, and another as an Army officer at the Kim Il-sung Military University.Forbes magazine ranked Kim the 46th most powerful person in the world in 2013 and the third highest amongst Koreans after Ban Ki-moon and Lee Kun-hee. On 12 December 2013, North Korean news outlets reported that Kim Jong-un had ordered the execution of his uncle Jang Song-thaek due to ""treachery"". On 9 March 2014, Kim was elected unopposed to the Supreme People's Assembly. He is widely believed to have ordered the assassination of his half-brother, Kim Jong-nam, in Malaysia in February 2017.Despite tense relations, North Korea agreed to participate in the 2018 Winter Olympics in Pyeongchang. Following the Olympics, Kim Jong-un and President Moon Jae-in conducted the April 2018 inter-Korean summit. It was the first time since the end of the Korean War in 1953 that a North Korean leader entered the South's territory. On 12 June 2018, Kim Jong-un and US President Donald Trump met for the 2018 North Korea–United States summit in Singapore, the first-ever talks held between a North Korean leader and a sitting US President, to discuss the North Korean nuclear program.",Jong-un,,"Jong Un""Kim ",,10,,5102025.0,True,,1.0
,,,1961-02-24,,,,Erna,"Erna Solberg (Norwegian: [ˌæːʁnɑ ²suːlbæʁɡ]; born 24 February 1961) is a Norwegian politician serving as Prime Minister of Norway since October 2013 and Leader of the Conservative Party since May 2004.
Solberg was first elected to be a member of the Storting in 1989 and served as Minister of Local Government and Regional Development in Bondevik's Second Cabinet from 2001 to 2005. During her tenure, she oversaw the tightening of immigration policy and the preparation of a proposed reform of the administrative divisions of Norway. After the 2005 election, she chaired the Conservative Party parliamentary group until 2013. Solberg has emphasized the social and ideological basis of the Conservative policies, although the party also has become visibly more pragmatic.After winning the September 2013 election, she became the 28th Prime Minister of Norway and the second female to hold the position after Gro Harlem Brundtland. Solberg's Cabinet, often referred to informally as the ""Blue-Blue Cabinet"", is a two-party minority government consisting of the Conservative Party and Progress Party. The cabinet established a formalized co-operation with the Liberal Party and Christian Democratic Party in the Storting. The Government was re-elected in the 2017 election, and was extended to include the Liberal Party in January 2018. This extended minority coalition is informally referred to as the ""Blue-Green cabinet."" In May 2018, Solberg surpassed Kåre Willoch and became the longest serving Prime Minister of Norway to represent the Conservative party.",Solberg,,,,10,,275738.0,True,,1.0
,,,1940-11-18,,,,Qaboos,"Qaboos bin Said Al Said (Arabic: قابوس بن سعيد آلسعيد‎, IPA: [ˈqaːbuːs bɪn ˈsaʕiːd ʔaːl ˈsaʕiːd]; born 18 November 1940) is the Sultan of Oman. He rose to power after overthrowing his father, Said bin Taimur, in a palace coup in 1970. He is the 14th-generation descendant of the founder of the Al Bu Sa'id dynasty. He is the longest serving Arab leader, having held the office since 1970.",bin Said al Said,,Qaboos ,,10,,3231.0,False,,1.0
,,,1949-08-29,,,,Arif,"Arif-ur-Rehman Alvi (Urdu: عارف الرحمان علوی‬‎; born 29 August 1949) is a Pakistani politician who is the 13th and current President of Pakistan, in office since 9 September 2018.
He was a member of the National Assembly of Pakistan from June 2013 to May 2018 and again from August to September 2018. A founding member of Pakistan Tehreek-i-Insaf (PTI), Alvi was elected as President of Pakistan on 4 September 2018 following the presidential election.

",Alvi,,ur Rehman ,,0,,1599800.0,True,,1.0
,,,1956-02-29,,,,Thomas,"Thomas Esang ""Tommy"" Remengesau Jr. (born 29 February 1956) is a Palauan politician who has been the ninth President of Palau since 2013. He originally served as the seventh president from 2001 to 2009. He also served as a Senator in the Palau National Congress between his two administrations. He was elected as Vice-President of Palau in 1992 and 1996, then as President in 2000, 2004, 2012, and 2016.
Wishing to make Palau less dependent upon United States aid, he promoted the expansion and growth of the tourist industry through his policy and slogan of Preserve the Best and Improve the Rest. The ""best"" refers to Palau's especially gifted and diverse underwater resource in the Micronesian region, and its reputation of being considered among the top in underwater attractions of the world. In Palau's foreign affairs, Remengesau had been active in maintaining Palau's presence in the United Nations. During his administration Palau elevated to become known as an unheralded leader amongst the international community through environmental initiatives, such as the Micronesian Challenge and its cooperation with South Pacific Nations in advocating awareness of global warming and its effects in the South Pacific Region.",Remengesau Jr.,,"Esang ""Tommy"" ",,0,,,,,1.0
,,,1935-11-15,,,,Mahmoud,"Mahmoud Abbas (Arabic: مَحْمُود عَبَّاس‎, Maḥmūd ʿAbbās; born 15 November 1935), also known by the kunya Abu Mazen (Arabic: أَبُو مَازِن‎, 'Abū Māzin), is the President of the State of Palestine and Palestinian National Authority. He has been the Chairman of the Palestine Liberation Organization (PLO) since 11 November 2004, and Palestinian president since 15 January 2005 (Palestinian National Authority since 15 January 2005, and State of Palestine since 8 May 2005). Abbas is a member of the Fatah party and was elected Chairman of Fatah in 2009.
Abbas was elected on 9 January 2005 to serve as President of the Palestinian National Authority until 15 January 2009, but extended his term until the next election in 2010, citing the PLO constitution, and on December 16, 2009 was voted into office indefinitely by the PLO Central Council. As a result, Fatah's main rival, Hamas, initially announced that it would not recognize the extension or view Abbas as the rightful president. Yet, Abbas is internationally recognized and Hamas and Fatah conducted numerous negotiations in the following years, leading to an agreement in April 2014 over a Unity Government, which lasted until October 2016, and therefore to the recognition of his office by Hamas. Abbas was also chosen as the President of the State of Palestine by the Palestine Liberation Organization's Central Council on 23 November 2008, a position he had held unofficially since 8 May 2005.Abbas served as the first Prime Minister of the Palestinian Authority from March to September 2003. Before being named prime minister, Abbas led the PLO Negotiations Affairs Department.

",Abbas,,"Abbas
Mahmoud ",,10,,4894.0,False,,1.0
,,,1963-12-12,,,,Juan,"Juan Carlos Varela Rodríguez (Spanish pronunciation: [xwaŋ ˈkaɾloz βaˈɾela roˈðɾiɣes]; born 13 December 1963) is a Panamanian politician and the President of Panama since 2014. Varela was Vice-President of Panama from 2009 to 2014, and Minister of Foreign Relations from July 2009 to August 2011. He was President of the Panameñistas, the third-largest political party in Panama, from 2006 to 2016. 
Varela won the 2014 presidential election with over 39% of the votes, against the Cambio Democrático Party, led by his former political partner Ricardo Martinelli, whose candidate was José Domingo Arias. He was sworn in as President on 1 July 2014.

",Carlos Varela,,,,7,,543276.0,True,,1.0
,,,1965-02-13,,,,Peter,"Peter Charles Paire O'Neill, CMG (born February 13, 1964) is a Papua New Guinean politician and the Prime Minister of Papua New Guinea since 2011.",O'Neill,,Charles Paire ,,10,,3988.0,False,,1.0
,,,1971-11-10,,,,Mario,"Mario Abdo Benítez (Spanish pronunciation: [ˈma.ɾjo ˈaβ.ðo βeˈni.tes]; born November 10, 1971) is a Paraguayan politician. A former president of the Senate of Paraguay, Abdo Benítez is the incumbent President of Paraguay.",Abdo Benitez,,,,3,,226468.0,True,,1.0
,,,1963-03-22,,,,Martin,"Martín Alberto Vizcarra Cornejo  (American Spanish: [maɾˈtin alˈβeɾto βisˈkara koɾˈnexo]; born 22 March 1963) is a Peruvian engineer and politician who is the 67th and current President of Peru. Vizcarra previously served as Governor of the Moquegua department (2011–2014), Minister of Transport and Communications of Peru (2016–2017), and Ambassador of Peru to Canada (2017–2018).
In the 2016 general election, Vizcarra ran with the Peruanos Por el Kambio party as candidate for first vice president and as running mate of Pedro Pablo Kuczynski.
Vizcarra was sworn into office as president on 23 March 2018 following the resignation of President Kuczynski.",Vizcarra,,,,10,,466585.0,True,,1.0
